eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
231030,Aubergines/eggplants,0231030 Aubergines/eggplants | Solanum melongena,070930,NGỜ,070930;070999;081090,"Aubergines fit 070930, nhưng Annex có pepinos/thorn apples/turkey berries và Solanaceae fruits khác; cần review. Nguồn EU/loài: 0231030 Aubergines/eggplants | Solanum melongena. HS2012 hiện tại: 070930: Vegetables: aubergines, (e.g. plants), fresh or chilled. HS2012 đề xuất: 070930: Vegetables: aubergines, (e.g. plants), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","070930: Vegetables: aubergines, (e.g. plants), fresh or chilled","070930: Vegetables: aubergines, (e.g. plants), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
152000,(b) strawberries,0152000  | Fragaria x ananassa,081010,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0152000  | Fragaria x ananassa. HS2012 hiện tại: 081010: Fruit, edible: strawberries, fresh.","081010: Fruit, edible: strawberries, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
256000,(f) herbs and edible flowers,0256000 ,070999,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0256000 . HS2012 hiện tại: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"Rau thơm/herbs (húng 0256080, ngò/mùi, bạc hà, tía tô…) → veg n.e.c. 070999 (cấp nhóm)"
631000,(a) flowers,0631000 Flowers after removal of stalks and decayed parts (except Chamomile),121190,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0631000 Flowers after removal of stalks and decayed parts (except Chamomile). HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
130020,Pears,0130020 Pears | Pyrus communis,080830,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0130020 Pears | Pyrus communis. HS2012 hiện tại: 080830: Fruit, edible: pears, fresh.","080830: Fruit, edible: pears, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
161990,Others (2),0161990 Others ( 2 ),081040,SAI,081090,"Others trong edible peel fruits không phải Vaccinium 081040; dùng 081090. Nguồn EU/loài: 0161990 Others ( 2 ). HS2012 hiện tại: 081040: Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh. HS2012 đề xuất: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081040: Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
232000,(b) cucurbits with edible peel,0232000 Whole product after removal of stems,070993,NGỜ,070700;070993;070999,"Cucurbits with edible peel gồm cucumbers/gherkins và gourds/courgettes; 070993 alone omits 070700 and possible NEC gourds. Nguồn EU/loài: 0232000 Whole product after removal of stems. HS2012 hiện tại: 070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled. HS2012 đề xuất: 070700: Vegetables: cucumbers and gherkins, fresh or chilled | 070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled","070700: Vegetables: cucumbers and gherkins, fresh or chilled | 070993: Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled | 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
120060,Hazelnuts/cobnuts,0120060 Hazelnuts/cobnuts | Corylus avellana,080221,NGỜ,080221;080222;080290,"Hazelnuts có in-shell/shelled split, và Annex có acorns; current 080221 không đủ. Nguồn EU/loài: 0120060 Hazelnuts/cobnuts | Corylus avellana. HS2012 hiện tại: 080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell. HS2012 đề xuất: 080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell | 080222: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, shelled | 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled.","080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell","080221: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell | 080222: Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, shelled | 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
870990,Others (2),0870990 Others ( 2 ),090811,SAI,091099,"Others in aril spices không phải nutmeg 090811; dùng 091099 hoặc mace code nếu xác định là mace. Nguồn EU/loài: 0870990 Others ( 2 ). HS2012 hiện tại: 090811: Spices: nutmeg, neither crushed nor ground. HS2012 đề xuất: 091099: Spices: n.e.c. in heading no. 0910.","090811: Spices: nutmeg, neither crushed nor ground",091099: Spices: n.e.c. in heading no. 0910,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
280010,Cultivated fungi,0280010 Cultivated fungi,070960,SAI,070951;070959,"Cultivated fungi gồm Agaricus và nấm khác; 070960 là Capsicum/Pimenta. Nguồn EU/loài: 0280010 Cultivated fungi. HS2012 hiện tại: 070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled. HS2012 đề xuất: 070951: Vegetables: mushrooms of the genus Agaricus, fresh or chilled | 070959: Vegetables: truffles and mushrooms (other than of the genus Agaricus), fresh or chilled.","070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled","070951: Vegetables: mushrooms of the genus Agaricus, fresh or chilled | 070959: Vegetables: truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1017990,Others (2),1017990 Others ( 2 ),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1017990 Others ( 2 ). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
251060,Roman rocket/rucola,0251060 Roman rocket/rucola | Eruca sativa,070511,SAI,070999,"Roman rocket/rucola không phải Lactuca head lettuce; dùng 070999. Nguồn EU/loài: 0251060 Roman rocket/rucola | Eruca sativa. HS2012 hiện tại: 070511: Vegetables: cabbage (head) lettuce (lactuca sativa), fresh or chilled. HS2012 đề xuất: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070511: Vegetables: cabbage (head) lettuce (lactuca sativa), fresh or chilled","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1016020,Fat,1016020 Fat,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1016020 Fat. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
213020,Carrots,0213020 Carrots | Daucus carota subsp. sativus,070610,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0213020 Carrots | Daucus carota subsp. sativus. HS2012 hiện tại: 070610: Vegetables, root: carrots and turnips, fresh or chilled.","070610: Vegetables, root: carrots and turnips, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
120080,Pecans,0120080 Pecans | Carya illinoinensis,080290,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0120080 Pecans | Carya illinoinensis. HS2012 hiện tại: 080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled.","080290: Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX6 080131->080290: pecans=nut nec, không phải cashew"
